0.92579,-0.25992,-0.078055,0.26317,0.98472,-0.14569,-0.095274,-0.0041788,-0.24348,-0.69191,-0.67414,0.086612,0.98264,-0.07531,-0.097924,0.13843,-0.19038,-0.65889,-0.72602,-0.050168,0.98587,-0.098908,-0.12581,0.049464,-0.087019,-0.97916,-0.12878,0.13069,0.065641,-0.8789,-0.30947,0.35701,-0.13337,-0.95495,-0.23907,0.11453,-0.23264,-0.95392,-0.17546,0.071544,0.90998,-0.15609,-0.0034815,-0.38413,-0.19048,-0.98138,0.022355,-0.010781,0.97264,-0.059794,-0.20993,0.079525,-0.19168,-0.97043,-0.14652,-0.0076269,0.98731,-0.14086,-0.046923,-0.056284,0.94904,-0.15675,0.26368,-0.072352
0.92533,-0.25925,-0.075674,0.26614,0.98517,-0.14354,-0.093982,-0.0017142,-0.24268,-0.69811,-0.66782,0.088133,0.98275,-0.074727,-0.096416,0.13901,-0.18948,-0.66554,-0.72033,-0.047766,0.98677,-0.095649,-0.1211,0.049685,-0.084232,-0.98161,-0.11336,0.1284,0.073099,-0.8832,-0.29751,0.35509,-0.13164,-0.95647,-0.23353,0.11531,-0.23106,-0.95524,-0.16991,0.072517,0.91061,-0.15576,-0.0040009,-0.38277,-0.18711,-0.98181,0.030558,-0.010384,0.97284,-0.059516,-0.20887,0.080095,-0.18603,-0.97303,-0.13628,-0.0060504,0.98779,-0.13678,-0.043917,-0.060297,0.94973,-0.14849,0.26439,-0.077879
0.92489,-0.2583,-0.073713,0.26913,0.98552,-0.14204,-0.092619,0.0010233,-0.24171,-0.70394,-0.66199,0.088463,0.98278,-0.074868,-0.094896,0.13979,-0.18905,-0.67197,-0.71451,-0.046759,0.9874,-0.094032,-0.11707,0.049922,-0.08468,-0.98357,-0.098441,0.12545,0.078262,-0.88796,-0.28561,0.35188,-0.13075,-0.95783,-0.22852,0.11508,-0.22992,-0.95636,-0.16498,0.072833,0.91107,-0.15713,-0.0059624,-0.38107,-0.18544,-0.98184,0.038705,-0.009996,0.97284,-0.061137,-0.2082,0.08066,-0.18295,-0.9751,-0.12532,-0.0035079,0.98789,-0.13471,-0.041589,-0.064786,0.94968,-0.14274,0.26613,-0.083137
0.92234,-0.26341,-0.07444,0.27268,0.98456,-0.14783,-0.093621,0.0038997,-0.24766,-0.70779,-0.65595,0.086193,0.98187,-0.082285,-0.096761,0.14072,-0.19702,-0.67702,-0.70729,-0.05056,0.98697,-0.099661,-0.11563,0.05091,-0.092897,-0.98431,-0.084835,0.12373,0.074326,-0.89257,-0.27601,0.34873,-0.13705,-0.9579,-0.22413,0.1158,-0.2361,-0.95564,-0.15991,0.073704,0.91056,-0.1652,-0.0077244,-0.37887,-0.19139,-0.98032,0.047713,-0.0080548,0.97177,-0.069665,-0.21061,0.080338,-0.1881,-0.97561,-0.11317,-0.0005426,0.98678,-0.14117,-0.040612,-0.068496,0.94955,-0.14401,0.26533,-0.084959
0.92213,-0.26224,-0.070712,0.27551,0.98492,-0.14633,-0.092049,0.0063389,-0.24669,-0.71266,-0.65091,0.087091,0.98181,-0.083318,-0.095948,0.14105,-0.1986,-0.68229,-0.70177,-0.050659,0.98726,-0.099527,-0.11279,0.051816,-0.093241,-0.9855,-0.07257,0.12181,0.077121,-0.89707,-0.26601,0.34432,-0.13515,-0.95896,-0.22052,0.11623,-0.2343,-0.95676,-0.15583,0.07371,0.91099,-0.16579,-0.010305,-0.37749,-0.19078,-0.98007,0.054586,-0.008876,0.97157,-0.071558,-0.21063,0.080979,-0.18516,-0.97725,-0.10341,0.0021741,0.9867,-0.14002,-0.038149,-0.073168,0.95016,-0.13786,0.26506,-0.089057
0.92094,-0.26377,-0.06977,0.27824,0.98454,-0.14917,-0.091424,0.0086945,-0.24991,-0.71574,-0.64645,0.085793,0.98106,-0.08966,-0.097656,0.14121,-0.20406,-0.68611,-0.69623,-0.05366,0.9868,-0.10486,-0.1118,0.052322,-0.099667,-0.9857,-0.062132,0.1208,0.074089,-0.90052,-0.25919,0.34118,-0.13706,-0.95942,-0.21732,0.11622,-0.23726,-0.95669,-0.15198,0.073149,0.91074,-0.17056,-0.012453,-0.3759,-0.19459,-0.97898,0.060552,-0.0079294,0.97097,-0.076868,-0.21156,0.080959,-0.18688,-0.97783,-0.094406,0.0036004,0.98604,-0.14308,-0.03674,-0.076897,0.95049,-0.13662,0.26413,-0.090218
0.91952,-0.26641,-0.069356,0.28052,0.9838,-0.15382,-0.091514,0.010408,-0.25446,-0.71809,-0.64235,0.083518,0.98011,-0.096972,-0.099909,0.1414,-0.20887,-0.68962,-0.69103,-0.057218,0.98629,-0.10985,-0.1108,0.05378,-0.10875,-0.98536,-0.053076,0.12009,0.069168,-0.90306,-0.25462,0.33892,-0.14063,-0.95954,-0.2143,0.11654,-0.24161,-0.95614,-0.14836,0.073586,0.9101,-0.17625,-0.015116,-0.37474,-0.19941,-0.97765,0.066171,-0.0074496,0.9702,-0.083045,-0.21285,0.080698,-0.19007,-0.97793,-0.086534,0.0059483,0.98512,-0.14824,-0.03474,-0.079712,0.95044,-0.13842,0.26336,-0.090268
0.91749,-0.27155,-0.069623,0.28219,0.98286,-0.15937,-0.091938,0.01189,-0.25951,-0.72035,-0.63829,0.079659,0.97915,-0.10458,-0.10202,0.14113,-0.214,-0.69264,-0.68603,-0.061756,0.98541,-0.11712,-0.11046,0.055269,-0.11801,-0.98467,-0.045564,0.12011,0.062014,-0.90535,-0.25116,0.33677,-0.14599,-0.95939,-0.21126,0.1167,-0.24699,-0.95529,-0.14472,0.07398,0.90929,-0.18221,-0.015896,-0.37383,-0.205,-0.97611,0.071535,-0.0075842,0.96919,-0.089292,-0.21526,0.079738,-0.19505,-0.97753,-0.079597,0.0071558,0.98413,-0.15389,-0.033972,-0.081579,0.9502,-0.1418,0.2629,-0.088849
0.91424,-0.28026,-0.072552,0.28347,0.98108,-0.16906,-0.093481,0.012807,-0.26818,-0.72071,-0.6349,0.074562,0.97759,-0.11556,-0.10531,0.14097,-0.22401,-0.69369,-0.68109,-0.068802,0.9838,-0.12728,-0.11296,0.056406,-0.13013,-0.98322,-0.040789,0.12114,0.051456,-0.90647,-0.25111,0.33557,-0.15627,-0.95833,-0.20861,0.1169,-0.2574,-0.95303,-0.14132,0.074281,0.90771,-0.19246,-0.015297,-0.37255,-0.21483,-0.97364,0.076393,-0.0059817,0.9676,-0.10004,-0.21821,0.07833,-0.20607,-0.97563,-0.074586,0.010417,0.98232,-0.16459,-0.03457,-0.082245,0.94995,-0.14929,0.26101,-0.084777
0.91231,-0.28599,-0.074409,0.28347,0.97999,-0.17484,-0.094218,0.012971,-0.27349,-0.72118,-0.63241,0.071823,0.97649,-0.12311,-0.10739,0.1406,-0.22949,-0.69449,-0.67806,-0.072415,0.98273,-0.13359,-0.1143,0.05779,-0.13653,-0.98245,-0.037589,0.12137,0.045506,-0.90713,-0.25176,0.33417,-0.16275,-0.95764,-0.20652,0.11738,-0.26489,-0.95129,-0.13884,0.074835,0.90656,-0.1989,-0.015585,-0.37194,-0.22056,-0.97217,0.0788,-0.0046434,0.96669,-0.10626,-0.21957,0.077551,-0.21213,-0.97455,-0.07158,0.011136,0.9815,-0.16939,-0.034256,-0.082405,0.94988,-0.1531,0.26001,-0.081757
