-19.691,-138.44,636.34,32.756,-138.85,646.41,-68.614,-104.59,636.65,-18.823,-102.17,641.47,30.045,-99.612,650.99,77.522,-97.375,669.56,-106.7,-71.827,663.4,-68.517,-72.617,642.65,-15.303,-64.681,648.78,29.476,-63.694,658.66,78.222,-56.599,674.75,119.6,-56.069,706.97,-101.86,-37.335,674.44,-56.461,-32.866,653.69,-12.368,-26.386,660.73,33.395,-22.938,666.12,79.79,-19.718,677.34,117.65,-18.802,708.15,-92.534,0.71035,674.86,-51.771,8.722,659.78,-10.236,15.409,664.75,38.037,19.474,666.9,84.483,23.14,674.45,119.06,24.799,703.97,-90.994,37.077,680.4,-53.736,44.691,661.28,-7.9968,54.104,664.57,41.785,60.619,662.06,87.878,64.975,666.89,121.82,68.651,697.38,-93.013,68.262,678.03,-51.408,79.597,663.61,-7.3918,91.809,666.83,43.369,100.91,659.91,86.175,101.29,663.63,126.48,101.01,690.43,-108.28,104.01,690.56,-76.689,115.09,667.8,-40.44,123.39,658.31,-2.0924,132.95,658.6,45.188,143.21,657,84.829,146.53,658.04,120.54,148.18,675.01,154.84,149.63,727.25,-109.82,143.04,683.45,-80.122,152.65,663.8,-40.394,166.04,654.07,-4.9515,174.74,659.29,44.078,186.83,656.38,85.941,194.39,650.67,120.92,195.77,666.46,151.63,191.75,698.15,-120.47,176.63,683.8,-87.175,188.61,665.8,-46.665,201.39,665.29,-8.2755,213.42,668.06,47.433,228.48,666.36,127.81,241.56,667.17,158.78,248.74,682.23,-131.41,213.22,683.79,-98.713,224.82,679.11,-55.891,241,676.79,-10.755,251.23,677.71,49.699,267.71,669.79,88.004,239.68,659.13,92.533,281.52,667.43,127.39,286.26,675.25,160.9,289.33,692.68
-20.393,-138.51,636.78,31.845,-138.42,646.32,-68.999,-105.15,637.38,-19.437,-102.17,641.87,29.279,-99.15,650.95,76.64,-96.626,668.96,-106.92,-72.874,663.94,-68.836,-73.135,643.28,-15.817,-64.599,649.1,28.844,-63.226,658.63,77.564,-55.854,674.24,118.84,-55.362,705.87,-102.05,-38.325,674.75,-56.747,-33.222,654.12,-12.781,-26.29,660.94,32.944,-22.452,666.08,79.366,-18.982,676.93,117.18,-18.169,707.22,-92.652,-0.14642,675.06,-51.945,8.4339,660.09,-10.478,15.529,664.94,37.822,20.003,666.92,84.371,23.91,674.18,118.95,25.39,703.27,-91.031,36.222,680.43,-53.792,44.399,661.52,-8.0806,54.259,664.76,41.805,61.218,662.19,88.062,65.806,666.82,122.07,69.213,696.91,-92.962,67.404,677.97,-51.389,79.327,663.77,-7.3661,91.941,666.99,43.554,101.52,660.13,86.533,102.1,663.72,126.98,101.58,690.14,-108.17,102.88,690.16,-76.604,114.51,667.74,-40.357,123.29,658.46,-1.9633,133.2,658.83,45.482,143.81,657.31,85.331,147.31,658.32,121.23,148.8,675.08,155.66,149.38,726.8,-109.71,141.94,682.9,-80.05,152.07,663.61,-40.329,165.98,654.16,-4.8432,174.91,659.47,44.37,187.34,656.74,86.493,195.16,651.14,121.71,196.34,666.77,152.62,191.75,698.13,-120.42,175.38,682.96,-87.199,187.92,665.37,-46.721,201.09,665.12,-8.2881,213.38,668.07,47.631,228.72,666.64,128.6,241.87,667.62,159.84,248.65,682.57,-131.51,211.83,682.58,-98.919,223.83,678.22,-56.168,240.41,676.25,-10.967,250.93,677.51,49.721,267.74,670.03,88.457,240.12,659.6,92.81,281.59,667.89,127.97,286.11,675.74,161.83,288.68,693.07
-21.978,-138.33,636.68,30.258,-138.1,645.54,-70.245,-105.31,637.88,-20.638,-102.21,641.8,28.128,-99.037,650.36,75.543,-96.278,667.91,-107.8,-72.86,664.99,-69.756,-73.467,643.75,-16.619,-64.779,649.07,28.091,-63.191,658.22,76.935,-55.589,673.48,118.31,-54.71,704.92,-102.56,-38.361,675.76,-57.251,-33.603,654.5,-13.173,-26.463,661.03,32.622,-22.457,665.84,79.121,-18.767,676.41,117.06,-17.532,706.67,-92.792,-0.41454,675.87,-52.061,7.9511,660.41,-10.491,15.265,665.07,37.866,19.915,666.78,84.476,24.048,673.86,119.22,25.993,703.07,-90.847,35.874,681.16,-53.644,43.78,661.77,-7.8289,53.897,664.86,42.08,61.019,662.06,88.372,65.861,666.59,122.59,69.812,696.99,-92.592,66.849,678.5,-51.034,78.657,663.92,-6.917,91.572,667.08,43.969,101.3,660.02,86.949,102.16,663.6,127.58,102.19,690.34,-107.54,102.38,690.7,-76.108,113.67,667.79,-39.91,122.5,658.3,-1.4989,132.69,658.68,45.91,143.62,657.16,85.725,147.4,658.23,121.74,149.36,675.31,156.64,150.79,727.91,-109.04,141.14,682.99,-79.55,151.05,663.3,-39.929,165.08,653.68,-4.4108,174.44,659.18,44.694,187.25,656.53,86.651,195.33,650.98,121.97,197.01,667.04,153.2,193.03,699.05,-119.76,174.42,682.69,-86.734,186.83,664.76,-46.299,200.4,664.61,-7.9033,213.13,667.76,47.84,229,666.58,128.53,242.88,668.05,159.81,250.14,683.49,-130.94,210.69,681.83,-98.445,222.92,677.46,-55.82,239.92,675.61,-10.712,250.96,677.18,49.625,268.29,669.94,88.402,240.68,659.62,92.419,282.58,668.08,127.52,287.57,676.39,161.47,290.65,694.36
-22.123,-138.09,636.57,30.499,-138.07,645.51,-70.704,-105,637.68,-20.899,-102.01,641.69,28.142,-98.987,650.31,75.957,-96.41,668.02,-108.22,-72.329,665.02,-70.215,-73.225,643.59,-16.921,-64.61,649.01,27.996,-63.103,658.22,77.113,-55.648,673.56,118.95,-54.875,705.41,-102.91,-37.851,675.89,-57.629,-33.402,654.46,-13.453,-26.264,661.09,32.456,-22.346,665.88,79.127,-18.775,676.43,117.39,-17.558,707.05,-93.078,-0.077733,675.96,-52.353,8.0687,660.41,-10.749,15.412,665.13,37.645,19.993,666.76,84.323,24.042,673.72,119.23,26.059,703.23,-91.022,36.12,681.27,-53.825,43.775,661.75,-8.0227,53.95,664.9,41.859,61.011,661.93,88.128,65.818,666.28,122.38,69.941,696.93,-92.632,66.896,678.54,-51.073,78.55,663.93,-7.0029,91.569,667.15,43.813,101.25,659.88,86.699,102.13,663.28,127.24,102.34,690.11,-107.39,102.39,690.74,-75.896,113.38,667.78,-39.726,122.18,658.3,-1.401,132.49,658.7,45.88,143.5,657.05,85.546,147.36,657.93,121.37,149.5,674.97,156.03,151.38,728.03,-108.61,140.79,682.93,-79.045,150.47,663.26,-39.445,164.52,653.71,-4.086,174.13,659.29,44.838,187.1,656.55,86.626,195.24,650.75,121.65,197.19,666.72,152.54,193.53,698.83,-119.03,173.8,682.54,-85.933,186.05,664.74,-45.626,199.86,664.77,-7.4142,212.86,668.04,48.048,229,666.82,128.19,243.21,667.88,159.11,250.72,683.23,-129.86,209.73,681.59,-97.419,222.1,677.48,-54.934,239.36,675.89,-10.099,250.75,677.63,49.925,268.35,670.37,88.423,240.76,659.66,92.418,282.87,668.38,127.13,288.13,676.54,160.59,291.54,694.39
-21.714,-138.54,637.4,30.644,-138.41,646.09,-70.371,-105.53,638.38,-20.723,-102.28,642.36,28.093,-99.12,650.75,75.634,-96.589,667.86,-108.06,-73.106,664.73,-70.067,-73.631,644.1,-16.923,-64.729,649.47,27.829,-63.115,658.44,76.708,-55.649,673.29,118.33,-55.186,704.07,-102.91,-38.514,675.33,-57.651,-33.645,654.69,-13.558,-26.304,661.21,32.221,-22.233,665.91,78.716,-18.634,676.15,116.83,-17.703,705.79,-93.18,-0.55254,675.48,-52.462,7.9486,660.52,-10.888,15.487,665.2,37.413,20.252,666.85,83.959,24.362,673.62,118.79,26.113,702.24,-91.178,35.723,680.7,-53.965,43.719,661.86,-8.1463,54.122,665.03,41.681,61.409,662.24,87.861,66.301,666.49,122.09,70.155,696.28,-92.829,66.561,678.08,-51.207,78.548,664.01,-7.0696,91.774,667.28,43.736,101.7,660.29,86.566,102.66,663.63,127.09,102.65,689.74,-107.64,101.96,689.96,-76.078,113.24,667.7,-39.821,122.3,658.58,-1.4066,132.78,659.08,45.931,143.98,657.57,85.593,147.92,658.46,121.44,149.95,675.09,156.27,151.28,726.86,-108.9,140.4,682.37,-79.25,150.34,663.28,-39.507,164.65,654.09,-4.0024,174.38,659.65,45.038,187.51,657.07,86.858,195.78,651.45,121.95,197.62,667.09,152.94,193.66,698.47,-119.41,173.35,681.94,-86.169,185.86,664.66,-45.633,199.86,664.85,-7.2206,212.99,668.18,48.445,229.26,667.11,128.74,243.5,668.22,159.78,250.82,683.27,-130.37,209.21,680.92,-97.692,221.77,677.05,-54.913,239.22,675.68,-9.8003,250.74,677.53,50.471,268.48,670.55,88.896,241.11,660.15,93.115,283.01,668.66,127.96,288.18,676.7,161.58,291.38,694.24
-22.625,-138.37,637.69,29.983,-138.16,646.07,-71.342,-105.56,638.87,-21.376,-102.25,642.52,27.679,-99.019,650.64,75.354,-96.374,667.53,-109.14,-73.027,665.17,-70.807,-73.758,644.48,-17.305,-64.794,649.5,27.634,-63.085,658.25,76.683,-55.532,672.95,118.29,-54.866,703.62,-103.71,-38.451,675.59,-58.056,-33.803,654.84,-13.701,-26.377,661.12,32.284,-22.258,665.67,78.914,-18.588,675.84,117.01,-17.444,705.43,-93.637,-0.61368,675.66,-52.583,7.7309,660.57,-10.779,15.349,665.07,37.726,20.148,666.62,84.392,24.314,673.4,119.21,26.29,702.04,-91.412,35.631,680.82,-53.909,43.433,661.89,-7.848,53.921,664.9,42.174,61.216,662.06,88.453,66.165,666.36,122.67,70.28,696.23,-92.92,66.369,678.2,-51.014,78.242,664,-6.6685,91.575,667.14,44.305,101.49,660.14,87.203,102.52,663.55,127.72,102.75,689.81,-107.72,101.84,690.08,-75.946,112.9,667.73,-39.508,121.93,658.52,-0.96094,132.51,658.94,46.474,143.79,657.44,86.174,147.8,658.42,122.02,150.01,675.22,156.82,151.79,727.37,-108.94,140.16,682.46,-79.138,149.93,663.27,-39.253,164.26,653.97,-3.6645,174.17,659.48,45.419,187.42,656.93,87.223,195.73,651.41,122.3,197.77,667.26,153.31,194.09,698.98,-119.56,173.08,682.01,-86.188,185.47,664.6,-45.546,199.64,664.68,-7.0889,212.96,667.97,48.555,229.42,666.98,128.72,243.87,668.48,159.67,251.4,683.85,-130.72,208.91,680.93,-97.948,221.56,676.92,-55.117,239.2,675.43,-9.9666,250.94,677.29,50.202,268.85,670.41,88.909,241.33,660.14,92.671,283.53,668.69,127.44,288.88,677.01,161.01,292.29,694.96
-22.518,-138.55,637.72,30.4,-138.26,646.83,-71.488,-105.71,638.32,-21.433,-102.31,642.52,27.843,-99.011,651.19,75.862,-96.413,668.55,-109.26,-73.278,664.2,-71.01,-73.827,643.96,-17.466,-64.779,649.46,27.641,-63.048,658.6,76.978,-55.512,673.65,118.97,-55.154,704.36,-103.81,-38.642,674.69,-58.289,-33.815,654.43,-13.919,-26.37,660.97,32.191,-22.199,665.86,79.074,-18.524,676.3,117.49,-17.682,705.77,-93.736,-0.69731,674.93,-52.812,7.7697,660.22,-11.024,15.395,664.9,37.573,20.265,666.74,84.459,24.468,673.72,119.54,26.151,702.08,-91.45,35.593,680.16,-54.102,43.513,661.62,-8.0932,54.006,664.77,41.986,61.406,662.21,88.451,66.418,666.67,122.9,70.226,696.09,-92.892,66.399,677.72,-51.165,78.334,663.83,-6.8929,91.646,667.03,44.1,101.68,660.31,87.139,102.77,663.8,127.9,102.76,689.63,-107.49,101.89,689.61,-75.923,113.01,667.64,-39.639,122.06,658.62,-1.1726,132.63,659.09,46.258,143.96,657.68,86.052,148.03,658.7,122.07,150.12,675.15,157.13,151.26,725.99,-108.62,140.28,682.34,-79.029,150.07,663.48,-39.333,164.4,654.36,-3.8443,174.24,659.75,45.188,187.51,657.24,87.048,195.94,651.84,122.26,197.87,667.26,153.47,193.85,698.11,-119.08,173.25,682.18,-85.968,185.62,665.04,-45.548,199.69,665.06,-7.2391,212.91,668.21,48.299,229.33,667.11,128.6,243.83,668.36,159.7,251.2,683.19,-130.08,209.16,681.46,-97.573,221.69,677.44,-55.033,239.18,675.86,-10.109,250.78,677.48,49.89,268.65,670.54,88.67,241.32,660.35,92.343,283.32,668.69,127.18,288.59,676.6,160.9,291.83,693.84
-22.185,-138.38,637.07,30.311,-138.15,646.13,-70.99,-105.59,638.04,-21.243,-102.21,642.21,27.673,-98.948,650.86,75.259,-96.413,668.14,-108.87,-73.1,664.49,-70.645,-73.772,643.94,-17.402,-64.748,649.44,27.406,-63.028,658.53,76.369,-55.539,673.48,117.9,-55.275,703.87,-103.59,-38.515,675.13,-58.109,-33.829,654.64,-13.958,-26.385,661.16,31.919,-22.223,665.97,78.512,-18.568,676.28,116.54,-17.782,705.37,-93.6,-0.6868,675.35,-52.706,7.6772,660.53,-11.068,15.318,665.18,37.352,20.199,666.96,84.017,24.416,673.84,118.77,26.088,701.78,-91.373,35.537,680.55,-53.995,43.345,661.94,-8.0925,53.874,665.08,41.882,61.309,662.54,88.188,66.378,666.95,122.36,70.221,695.89,-92.814,66.25,678,-51.055,78.113,664.11,-6.8424,91.484,667.3,44.115,101.58,660.69,87.035,102.75,664.17,127.54,102.82,689.54,-107.48,101.74,689.72,-75.808,112.71,667.78,-39.478,121.77,658.85,-1.0162,132.43,659.38,46.402,143.88,658.09,86.145,148.07,659.18,122.01,150.28,675.35,156.75,151.48,724.96,-108.61,140,682.22,-78.904,149.69,663.46,-39.125,164.05,654.49,-3.6289,174.04,659.92,45.441,187.49,657.6,87.327,196.07,652.46,122.43,198.16,667.63,153.43,194.24,697.72,-119.13,172.9,681.77,-85.883,185.19,664.77,-45.386,199.39,664.89,-7.0274,212.78,668.09,48.584,229.44,667.18,128.91,244.34,668.68,159.94,251.89,683.15,-130.23,208.73,680.7,-97.613,221.31,676.74,-54.957,238.94,675.25,-9.932,250.75,676.99,50.201,268.9,670.4,89.017,241.63,660.73,92.719,283.85,668.77,127.55,289.34,676.6,161.21,292.78,693.4
-22.441,-138.46,636.75,30.364,-138.17,645.68,-71.501,-105.68,637.98,-21.529,-102.21,641.86,27.667,-98.895,650.41,75.668,-96.383,668,-109.14,-73.191,665.45,-71.138,-73.807,643.88,-17.645,-64.686,649.13,27.443,-62.933,658.23,76.76,-55.463,673.4,118.91,-55.336,704.75,-103.73,-38.527,676.21,-58.451,-33.786,654.64,-14.055,-26.281,661.09,32.02,-22.095,665.79,78.879,-18.465,676.21,117.48,-17.807,706.26,-93.773,-0.64132,676.14,-52.984,7.7643,660.52,-11.14,15.45,665.1,37.429,20.348,666.69,84.289,24.538,673.59,119.56,26.091,702.48,-91.497,35.617,681.32,-54.285,43.442,661.84,-8.1848,54.011,664.88,41.868,61.459,662.01,88.318,66.501,666.4,122.99,70.227,696.35,-93.017,66.33,678.53,-51.317,78.211,663.95,-6.9086,91.609,667.1,44.067,101.71,660.07,87.107,102.85,663.54,128.04,102.81,689.78,-107.59,101.83,690.54,-76.126,112.78,667.71,-39.789,121.85,658.36,-1.193,132.52,658.83,46.321,143.96,657.4,86.138,148.13,658.45,122.27,150.26,675.16,157.75,151.25,726.63,-108.88,140.04,682.61,-79.315,149.71,663.14,-39.501,164.07,653.8,-3.8049,174.07,659.4,45.354,187.5,656.97,87.228,196.06,651.62,122.57,198.08,667.32,153.99,194.03,698.49,-119.49,172.91,682.02,-86.323,185.17,664.42,-45.646,199.37,664.55,-7.107,212.76,667.91,48.627,229.38,667.02,129.04,244.16,668.63,160.23,251.6,683.66,-130.71,208.69,680.77,-97.977,221.27,676.72,-55.144,238.89,675.27,-9.9282,250.69,677.18,50.263,268.77,670.51,89.026,241.52,660.39,92.802,283.64,668.94,127.74,289.05,677.11,161.58,292.36,694.54
-23.161,-138.55,636.22,29.429,-138.31,644.81,-71.833,-105.72,638,-22.108,-102.32,641.34,26.926,-99.012,649.64,74.972,-96.445,667.42,-108.96,-73.063,666.47,-71.342,-73.863,643.91,-18.046,-64.782,648.69,26.942,-63.004,657.66,76.307,-55.445,673.04,118.92,-55.125,705.37,-103.42,-38.387,677.31,-58.502,-33.846,654.69,-14.196,-26.33,660.9,31.761,-22.112,665.42,78.613,-18.384,676,117.67,-17.49,707.08,-93.418,-0.56397,677.03,-52.887,7.6889,660.59,-11.114,15.405,664.97,37.31,20.346,666.34,84.12,24.651,673.35,119.85,26.485,703.32,-91.046,35.682,682.22,-54.094,43.326,661.87,-8.0719,53.936,664.68,41.787,61.42,661.51,88.149,66.591,665.97,123.29,70.662,697.12,-92.564,66.319,679.28,-51.06,78.058,663.94,-6.7008,91.518,666.93,44.043,101.64,659.5,86.992,102.93,663.06,128.29,103.25,690.4,-107.04,101.86,691.6,-75.782,112.57,667.85,-39.591,121.57,657.99,-1.0711,132.3,658.29,46.3,143.84,656.7,86.011,148.13,657.8,122.33,150.58,675.28,158.79,152.24,729.13,-108.45,139.91,683.26,-79.049,149.36,663,-39.384,163.66,653.12,-3.6963,173.78,658.79,45.312,187.32,656.21,86.979,195.96,650.7,122.48,198.32,667.17,154.44,194.76,699.85,-119.18,172.67,682.52,-86.14,184.72,664.17,-45.506,198.98,664.11,-6.9906,212.49,667.48,48.623,229.27,666.58,128.87,244.42,668.58,160.26,252.21,684.49,-130.6,208.31,681.03,-97.883,220.85,676.67,-55.092,238.51,674.99,-9.8808,250.45,676.93,50.127,268.65,670.09,88.811,241.49,659.78,92.52,283.69,668.62,127.52,289.39,677.37,161.62,293.12,695.86
