0.92663,0.21765,0.2662,0.15204,0.8903,0.43353,0.12737,-0.056503,-0.38824,0.48039,0.75989,-0.20264,0.84651,0.49857,0.16134,0.093923,-0.38896,0.43652,0.79672,-0.15299,0.89376,0.37444,0.24551,0.026846,0.49029,-0.75063,-0.40718,0.17432,0.54181,-0.69167,-0.24522,0.40976,0.46417,-0.80143,-0.37496,0.040801,-0.36875,0.84987,0.37472,0.036518,0.80497,0.45419,0.048442,-0.37867,-0.34953,0.88264,0.28131,0.14015,0.9071,0.37754,0.16677,0.082641,-0.32015,0.85567,0.40658,-0.004825,0.93814,0.22665,0.23462,-0.11611,0.84916,0.11994,0.41416,-0.30499
0.92794,0.21573,0.26359,0.15135,0.89138,0.4317,0.12553,-0.057544,-0.38528,0.4814,0.76136,-0.20036,0.84932,0.4944,0.16045,0.092096,-0.38714,0.43693,0.79714,-0.1542,0.89379,0.37382,0.24647,0.025269,0.49082,-0.74967,-0.40755,0.17604,0.54263,-0.68917,-0.24498,0.41301,0.46058,-0.8025,-0.37717,0.039936,-0.36541,0.85058,0.37638,0.036406,0.8065,0.45087,0.047691,-0.37948,-0.34571,0.8838,0.28233,0.14025,0.90835,0.37588,0.16299,0.084005,-0.31824,0.85643,0.40647,-0.0059213,0.93867,0.22508,0.23421,-0.11567,0.84884,0.11747,0.41669,-0.30339
0.92834,0.21622,0.26239,0.1503,0.89119,0.43207,0.1252,-0.058529,-0.38477,0.48121,0.76159,-0.20091,0.84999,0.49317,0.16159,0.090479,-0.38742,0.43625,0.79694,-0.15644,0.89256,0.37505,0.24931,0.02284,0.49313,-0.74794,-0.40739,0.17731,0.54598,-0.6856,-0.24439,0.4149,0.4595,-0.80215,-0.37917,0.040448,-0.36443,0.85006,0.37859,0.035427,0.80728,0.44927,0.046814,-0.37982,-0.34492,0.88398,0.28343,0.13884,0.90891,0.37505,0.16162,0.08427,-0.3191,0.85606,0.40655,-0.0071403,0.93826,0.22528,0.23515,-0.1167,0.84764,0.1169,0.41934,-0.3033
0.92827,0.2185,0.26113,0.14965,0.89045,0.43305,0.12645,-0.059776,-0.3856,0.48074,0.76085,-0.20323,0.8501,0.49258,0.16407,0.088214,-0.38879,0.43489,0.79633,-0.15991,0.89102,0.37617,0.25333,0.020242,0.49591,-0.74589,-0.40713,0.17878,0.54917,-0.68256,-0.24369,0.41611,0.45966,-0.80107,-0.38116,0.041432,-0.36469,0.84919,0.38045,0.033689,0.80712,0.44892,0.045885,-0.38069,-0.34564,0.88348,0.285,0.137,0.90923,0.37463,0.16084,0.084131,-0.3207,0.85562,0.40618,-0.009026,0.93756,0.22661,0.23609,-0.11788,0.84627,0.11711,0.42141,-0.3042
0.92682,0.22394,0.26269,0.1478,0.88799,0.43697,0.12955,-0.0613,-0.38945,0.47897,0.7589,-0.20735,0.84871,0.4935,0.16994,0.085291,-0.39281,0.43214,0.79462,-0.16593,0.88817,0.3793,0.2588,0.017569,0.50198,-0.74216,-0.40562,0.18079,0.55538,-0.67802,-0.2415,0.41656,0.46357,-0.79784,-0.38324,0.040922,-0.36899,0.84627,0.38282,0.033342,0.80534,0.45176,0.04518,-0.38119,-0.34967,0.8818,0.28637,0.13474,0.90828,0.3766,0.16192,0.083522,-0.32562,0.85428,0.40503,-0.011627,0.93584,0.23074,0.23806,-0.11956,0.84382,0.11961,0.4237,-0.30683
0.92392,0.23266,0.26761,0.14363,0.88336,0.44462,0.13391,-0.063652,-0.39697,0.4756,0.75426,-0.21753,0.84497,0.49749,0.17895,0.080617,-0.39949,0.42762,0.79151,-0.17623,0.88339,0.3846,0.26744,0.013417,0.51152,-0.73594,-0.40352,0.18415,0.56417,-0.67211,-0.23767,0.41651,0.47133,-0.79241,-0.38498,0.041481,-0.3768,0.84163,0.38557,0.032011,0.80162,0.45831,0.044524,-0.38127,-0.35829,0.87848,0.28792,0.13038,0.90649,0.37988,0.16532,0.081509,-0.33491,0.85151,0.40309,-0.017123,0.93298,0.23712,0.24105,-0.12339,0.84029,0.12494,0.42552,-0.31183
0.92232,0.24013,0.26797,0.1409,0.88037,0.44887,0.13754,-0.067452,-0.40062,0.4733,0.75158,-0.225,0.84309,0.49891,0.18622,0.07491,-0.40177,0.42461,0.78987,-0.18545,0.88078,0.38612,0.27395,0.0096042,0.51675,-0.73128,-0.40292,0.18937,0.56808,-0.66821,-0.23518,0.41889,0.47523,-0.78838,-0.38836,0.042324,-0.38089,0.83822,0.38922,0.028563,0.80019,0.46088,0.04313,-0.38135,-0.36379,0.87686,0.28907,0.12333,0.90645,0.37991,0.16655,0.079239,-0.34011,0.85005,0.40142,-0.024687,0.93167,0.23965,0.24208,-0.12631,0.83855,0.12633,0.42596,-0.31532
0.91864,0.25428,0.26937,0.13741,0.87434,0.45831,0.14272,-0.07153,-0.40972,0.46885,0.74679,-0.23371,0.83779,0.50415,0.19841,0.0676,-0.41101,0.41923,0.78456,-0.19947,0.87485,0.39124,0.28557,0.0042973,0.52812,-0.72293,-0.4001,0.19593,0.576,-0.6619,-0.22826,0.42191,0.48442,-0.78033,-0.39329,0.041791,-0.389,0.83194,0.39479,0.02617,0.79633,0.46733,0.043227,-0.38156,-0.37582,0.87273,0.28963,0.11496,0.90491,0.38179,0.17258,0.07481,-0.35112,0.84657,0.39863,-0.033555,0.92833,0.24596,0.24584,-0.1314,0.8341,0.13117,0.42802,-0.32229
0.91273,0.27397,0.27259,0.13252,0.86457,0.47433,0.14809,-0.074807,-0.42438,0.46232,0.74001,-0.24195,0.82826,0.5139,0.21544,0.05894,-0.4257,0.41195,0.77633,-0.2154,0.86543,0.3989,0.30316,-0.0033658,0.54672,-0.71005,-0.39375,0.20465,0.58761,-0.65381,-0.21708,0.42442,0.49763,-0.76895,-0.39944,0.039165,-0.40294,0.82212,0.40141,0.025077,0.78944,0.4811,0.043845,-0.37869,-0.39148,0.86602,0.29158,0.10831,0.90171,0.38561,0.18246,0.070266,-0.36748,0.8403,0.39635,-0.042024,0.92325,0.25299,0.25295,-0.14008,0.82659,0.13742,0.43234,-0.3331
0.90894,0.28634,0.27419,0.1291,0.8582,0.48427,0.15136,-0.077896,-0.43301,0.4577,0.73619,-0.24705,0.82188,0.52027,0.2263,0.051268,-0.43481,0.40623,0.77161,-0.2248,0.85886,0.40368,0.31511,-0.010055,0.55991,-0.6996,-0.3898,0.21241,0.59458,-0.6466,-0.20695,0.43076,0.50545,-0.76171,-0.40354,0.038255,-0.41151,0.81558,0.40607,0.024377,0.78563,0.48907,0.043944,-0.37638,-0.40212,0.86029,0.29533,0.10483,0.89884,0.38992,0.18814,0.068181,-0.37741,0.83585,0.39543,-0.050505,0.92022,0.25455,0.25832,-0.14718,0.82174,0.1386,0.43513,-0.34088
